projects,proposer,current_amount,current_price,projects_url,spec,remaining_time,group_period,group_period_start,group_period_end
MUFU V20S ｜雙鏡頭機車行車記錄器｜超大電量連續錄影長達7.5小時｜即扣即錄免按鍵使用很簡單,MUFU,3488091.0,2990.0,https://www.zeczec.com/projects/mufu-v20s,"機車行車記錄器使用可以很簡單，MUFU推出一款男女老少都能使用的機車行車紀錄器，行車記錄簡單搞定！,zeczec",3 天,2022/10/26 11:00 – 2022/12/01 02:00,2022/10/26 11:00:00,2022/12/01 02:00:00
【 that 想想鍋｜超早鳥優惠強勢回歸】超越傳統電鍋的智能電鍋，星級料理隨時上桌！,that,2173140.0,10900.0,https://www.zeczec.com/projects/that-ih-pressure-ricepot,"\\ 超早鳥優惠強勢回歸 // that 想想鍋具備 #IH環繞加熱 #類真空鑄鐵鍋蓋 #無油舒肥料理 等黑科技，兼具效率、節能、美學，讓您優雅享用健康美食，為生活增添美好！,zeczec",11 天,2022/10/25 20:30 – 2022/12/09 02:00,2022/10/25 20:30:00,2022/12/09 02:00:00
三年煉一傘！台灣研發挑戰世界最細的晴雨傘！一把摺疊傘最理想的樣子就是【極工傘】,米塔培拉精品傘業有限公司,800076.0,968.0,https://www.zeczec.com/projects/metabrella,"關於「一把摺疊傘最理想的樣子」。透過骨架機構的迴避設計，達到收折後是世界第一細的特徵，同時保有晴雨傘最易被犧牲掉的傘面尺寸，並維持了雨傘應有的強韌程度。預期將可賦予我們的產品-極工傘真正的輕巧易...,zeczec",29 天,2022/11/01 07:00 – 2022/12/27 23:59,2022/11/01 07:00:00,2022/12/27 23:59:00
▍Suzzi 雙芯護淨蓮蓬頭 ▍三重防護，打造純淨水，耗材減量愛護地球,Suzzi,743517.0,1950.0,https://www.zeczec.com/projects/suzzishower,"你在乎飲用水，是不是卻忽略了生活用水? 首支以""台灣水質""而設計的蓮蓬頭，只需從出水末端就可以簡易、快速、輕鬆改善水質。,zeczec", 39 小時,2022/10/20 12:00 – 2022/11/30 03:00,2022/10/20 12:00:00,2022/11/30 03:00:00
YOSHIDA 日本吉田職人銼刀｜指尖的極致俐落潔淨，燕三条百年工藝｜同場加開：毛小孩寵物專用銼刀,Single Step,816200.0,1080.0,https://www.zeczec.com/projects/yoshida-japan,"「吉田銼刀製作所」創立於1900年，位於日本金屬工藝之都燕三条。一百二十年來僅專注以純手工製作精良銼刀。容易斷裂不易修剪的脆弱指甲也能使用，輕輕劃過就能保持潔淨俐落。特別開賣台灣獨家霧銀限量款!,zeczec",7 天,2022/11/08 20:00 – 2022/12/05 23:59,2022/11/08 20:00:00,2022/12/05 23:59:00
SAVING POWER x YOOBAO EN300 輕量級隨身小電站｜電到用時「不」方恨少！,SAVING POWER,429014.0,8980.0,https://www.zeczec.com/projects/yoobao-en300,"歐美日儲能電源暢銷品牌 YOOBAO ，全台首發【EN300輕量級隨身小電站】最多同時輸出6台設備； 300W功率 AC 插座及 DC 快充接孔，從緊急應用到休閒生活，隨時在你身邊。,zeczec",5 天,2022/10/03 20:00 – 2022/12/03 02:00,2022/10/03 20:00:00,2022/12/03 02:00:00
【海樂緹 睡眠元年毯被】次世代規格的冬被和四季毯，恆溫/助眠/循環/能量/天然五合一黑科技,海樂緹 石墨烯,1795847.0,6580.0,https://www.zeczec.com/projects/hlt-quilt,"助眠纖維，保健效果，1秒恆溫，3秒升溫，持久涼感，超強保暖，石墨烯嫘縈專利，一體成形新技術，無助劑後加工，一件抵N件,zeczec",2 天,2022/10/20 20:00 – 2022/11/30 23:59,2022/10/20 20:00:00,2022/11/30 23:59:00
Logitech 特獻果粉😍台灣限定注音鍵盤【 Rugged Combo 3｜iPad 鍵盤保護殼 】&【 Crayon｜iPad 數位筆 】&【 KEYS-TO-GO｜輕巧藍牙鍵盤 】,Logitech Taiwan,4121100.0,1590.0,https://www.zeczec.com/projects/logitech-edu,"適用於 Apple 系列！耐用、抗摔，好清潔！,zeczec",3 天,2022/08/23 12:00 – 2022/12/01 02:00,2022/08/23 12:00:00,2022/12/01 02:00:00
【HuRuRu】咕嚕嚕 無線馬達寵物飲水機｜解決清潔難題，給你無線可能！,防御工事｜T-FENCE,534110.0,980.0,https://www.zeczec.com/projects/hururu-pet-water-fountain,"換了寵物飲水機後，卻讓你多了更多難題嗎？HuRuRu給你全新選擇！磁感應供電原理，插頭免插拔好拿取！極簡結構無雜線，內部簡單好清洗！圖書館等級靜音， 45分貝好安靜！搭配小樹枝配件，一機兩用好划算！,zeczec",64 天,2022/11/22 11:30 – 2023/01/31 11:30,2022/11/22 11:30:00,2023/01/31 11:30:00
GUARDAMPER 尬 顛 簸【 銀刃 】搖式挾持 4D 專業抗震手機架｜精緻工藝 × 便利快取 × 絕對抗震,尢口設計,7284492.0,2488.0,https://www.zeczec.com/projects/guardamper,"GUARDAMPER 尬顛簸 【 銀刃 】專利抗震 × 單手快取 × 精巧鋼骨｜台灣設計、製造，最值得你擁有的車用精品。,zeczec",39 天,2022/09/13 12:00 – 2023/01/06 23:59,2022/09/13 12:00:00,2023/01/06 23:59:00
🌳小芳純森🌳空間淨化迷你擴香儀｜可以帶著走×瞬間分解臭味×還原精油香氛×香氛1秒快速換,BRISE 空氣淨化專家,357632.0,1090.0,https://www.zeczec.com/projects/snano,"可以帶著走的迷你擴香儀，全球首款具備「空間防護」能力，清淨機等級 0.02秒分解空氣異味、有害物質，讓空間繚繞最原始精油香氛。獨特擴香片讓你1秒快速換味道，同步您的心情！,zeczec",33 天,2022/11/15 21:00 – 2023/01/01 00:00,2022/11/15 21:00:00,2023/01/01 00:00:00
PasswordPocket 密碼記憶神器｜解放大腦！給你最安全、方便的登入新選擇！,Atlancube ,862470.0,980.0,https://www.zeczec.com/projects/passwordpocket,"密碼不再忘！重要資訊不再擔心被窺看！一切掌握在手中！Atlancube 團隊致力於將最新科技帶入生活，創造更安全、迅速、方便的世界。,zeczec",18 天,2022/11/14 15:00 – 2022/12/16 23:59,2022/11/14 15:00:00,2022/12/16 23:59:00
XpreSole® Blocks 全防水積木咖啡靴｜踏出童心，擺脫潮濕！無論晴雨，每一步都輕盈乾爽,Lab22 Taiwan,2390260.0,4480.0,https://www.zeczec.com/projects/xpresole-blocks,"Blocks 積木咖啡靴｜由咖啡渣製成、防水、透氣、舒適、超輕、乾爽等 12 項超強機能，加上獨家積木鞋底，帶你找回童心，穿出風格！,zeczec",39 天,2022/10/31 12:00 – 2023/01/06 23:59,2022/10/31 12:00:00,2023/01/06 23:59:00
【週週抽好禮】CHIMEI奇美 瞬熱智慧溫控飲水機｜制霸市面瞬熱飲水機，容量、面板、規格、品質全面大升級，高貴不貴，一鍵瞬熱,CHIMEI 奇美家電,5534378.0,3680.0,https://www.zeczec.com/projects/chimei,"304不鏽鋼導熱出水管專利技術，完美克服瞬熱出水難題，SGS認證不含雙酚A安全大容量水箱，5層淨化TÜV認證專業濾心，6大安全保護，免擔心乾燒、跳電、過熱等問題，讓你一鍵瞬熱，安心飲水。,zeczec",11 天,2022/10/26 10:30 – 2022/12/09 23:59,2022/10/26 10:30:00,2022/12/09 23:59:00
TIJ™ 鈦極鋼珠筆 Extreme - 模組化設計、無限種筆芯，量身打造個人書寫用筆,TIJ鈦極筆,3786980.0,2930.0,https://www.zeczec.com/projects/tijrpen,"鈦極系列集大成之作，筆芯和筆尖以獨創技術緊密接觸，達到了最高水準的不抖動書寫感、近乎無限多種筆芯支援，免工具30秒換好各種尺寸筆芯。,zeczec",10 天,2022/10/27 21:00 – 2022/12/08 02:00,2022/10/27 21:00:00,2022/12/08 02:00:00
《歲月靈光｜國家地理2023年攝影日曆》 透過黃框，開啟通往世界的窗口,國家地理,1250855.0,1180.0,https://www.zeczec.com/projects/ngo-2023-calendar,"國家地理團隊首度推出攝影日曆《歲月靈光》，由創刊至今一百多年的照片中，精選 365 張大師經典，搭配豐富的影音知識內容，在新的一年中，每天與您分享一個精彩故事。,zeczec",2 天,2022/10/26 12:30 – 2022/11/30 23:59,2022/10/26 12:30:00,2022/11/30 23:59:00
質好日全植物生煎包 ｜ 零膽固醇的肉感美味快速上桌！享受蔬食，不必犧牲美食。,質 好日,2401281.0,640.0,https://www.zeczec.com/projects/goodday,"質好日使用全植物成分製作生煎包，首波推出冷凍生煎包，原味/剝皮辣椒/全素/五辛素口味，簡單加熱就能美味上桌！希望透過親民的美食小點，讓大眾體驗植物飲食的美好！,zeczec",2 天,2022/09/22 12:00 – 2022/11/30 23:59,2022/09/22 12:00:00,2022/11/30 23:59:00
【CA160-超疏水膜】滴水不沾、視線清晰、持久耐用！地表最強防雨貼膜,淨對流 X 科學研選,3314712.0,390.0,https://www.zeczec.com/projects/ca160,"世界首款奈米微針超疏水膜。經科學實測，不沾水能力與耐用度皆為市售最強！輕鬆提升雨天行車安全，保持優雅好心情~,zeczec",22 天,2022/10/20 13:00 – 2022/12/20 23:59,2022/10/20 13:00:00,2022/12/20 23:59:00
【Back to Fashion 從心學穿搭】跟著一線品牌掌舵手，學會穿搭技巧，定義獨一無二的你！,Back to fashion 從心學穿搭,140600.0,2980.0,https://www.zeczec.com/projects/back-to-fashion,"我們正在籌備一套穿搭課程，從人性結合服裝商品的視角切入，深入淺出解析不同風格穿搭的可能性，讓每一位參與者從中獲得啟發，並找到屬於自己的獨特風格。,zeczec",26 天,2022/10/24 20:00 – 2022/12/24 23:59,2022/10/24 20:00:00,2022/12/24 23:59:00
bitplay Wander Pack 全境旅行系列｜專為旅行設計的超輕量包袋，解決外出會遇到的永恆煩惱。,bitplay,646590.0,3080.0,https://www.zeczec.com/projects/bitplay-wander-pack,"專為旅行設計，採用專業戶外等級面料，超輕量 x 多隔層 x 防潑水， 出國旅行、戶外活動、每日通勤，背了就出發！,zeczec",8 天,2022/10/26 12:00 – 2022/12/06 23:59,2022/10/26 12:00:00,2022/12/06 23:59:00
超簡單種植法！◣ nX20 植物營養液 ◥ 為植栽補充各種 關鍵營養，也有綠手指入門組～,1% nutrition,508010.0,980.0,https://www.zeczec.com/projects/nX20-1-percent-nutrition,"3000 名 園藝植栽專家使用經驗，辦公室、陽台、客廳室內植栽「天然萃取 × 新手老手」一起無痛轉職綠手指～,zeczec",16 天,2022/11/08 11:50 – 2022/12/14 02:00,2022/11/08 11:50:00,2022/12/14 02:00:00
Fuumas Puzzle 阿里山百年 SL-21 夏依式火車收藏紀念款模型 | 祝賀阿里山林業鐵路 & 夏依式火車 110 周年、3D 立體可動木質模型拼圖！,富馬樂創,1618234.0,1970.0,https://www.zeczec.com/projects/FuumasPuzzle-SL-21,"透過現代工藝、設計巧思，讓消費者以合理的價格，擁有「立體、可手動、著重細節」的DIY木質蒸汽機車拼圖！,zeczec",31 天,2022/11/16 10:30 – 2022/12/29 23:59,2022/11/16 10:30:00,2022/12/29 23:59:00
《台灣機車百態｜The Scooters of Taiwan 》英國插畫家 Tom Parker 筆下最逗趣的機車街景！,Tom Parker X 海吉工作室,653869.0,1350.0,https://www.zeczec.com/projects/taiwan-scooters-100,"去年進行《台北地圖》集資時，我把這些可愛的騎士們做成《台灣味》貼紙，沒想到收到大家熱烈迴響，於是開啟了這個《台灣機車百態》的計畫，完成了更多可愛小車車！,zeczec",22 天,2022/11/02 21:00 – 2022/12/20 23:59,2022/11/02 21:00:00,2022/12/20 23:59:00
✶LIGHtogo 最強殺菌神器✶ 100%安全無顧慮！,長虹光電,549663.0,1300.0,https://www.zeczec.com/projects/lightogo-uvc,"車用UVC殺菌燈強勢來襲， 超懶人神器３步驟輕鬆安裝，隨車內空調出風98.4%滅毒殺菌！從最根本源頭持續有效循環滅菌！九大特色全面淨化車內空間，司機乘客都安心！,zeczec",2 天,2022/08/31 12:00 – 2022/11/30 23:59,2022/08/31 12:00:00,2022/11/30 23:59:00
《梗圖黃牌》最異想天開的圖文配對！迷因梗王就是你！,多重宙文創娛樂,1031410.0,1680.0,https://www.zeczec.com/projects/TW-MEME-Yellow-Cards,"最歡樂的派對桌遊《黃牌》推出全新商品，匯集台灣最熱門的各種迷因。如果配出太冷的梗可是會被發黃牌的喔！,zeczec",41 天,2022/11/07 20:00 – 2023/01/08 23:59,2022/11/07 20:00:00,2023/01/08 23:59:00
『韓國PILMOA長效冰霸杯』同系列保溫杯韓國熱銷超過150萬個 🔥 獲4.6顆星高評價​ ✨,Neo Choice ,324530.0,1690.0,https://www.zeczec.com/projects/pilmoa,"１、２公升大容量​，最長保冷48小時，保溫24小時!​ 讓你從早到晚，保持最一開始的溫度！​好的冰霸杯，一個就夠👍 台灣獨家首賣!,zeczec",2 天,2022/09/22 20:30 – 2022/11/30 23:59,2022/09/22 20:30:00,2022/11/30 23:59:00
ACERA活瓷能量杯 | 不可思議的神奇杯子，水、咖啡、茶、牛奶都變更好喝了,Weis,944860.0,1880.0,https://www.zeczec.com/projects/acera-energy-cup,"手工製作的隨身杯，杯身內膽能量釋放改變了分子結構，任何飲品倒入後都會產生神奇的變化，讓您無時無刻充滿驚喜！,zeczec",23 天,2022/10/25 12:00 – 2022/12/21 02:00,2022/10/25 12:00:00,2022/12/21 02:00:00
2023《365養食曆》｜365天 五行×五季×五臟 養生食補日曆 ,漾品啟鎂,727102.0,999.0,https://www.zeczec.com/projects/calendar365,"這是一本將養食觀念結合東方五行概念的養生食補日曆， 跟著時節這樣吃，讓您食在健康、食全食美！,zeczec",2 天,2022/09/28 12:00 – 2022/11/30 23:59,2022/09/28 12:00:00,2022/11/30 23:59:00
"TAKE-COVER 拿蓋子 3｜❤ 鈦心杯❤ ｜99元冰霸杯升級""純鈦保溫杯""",TAKE-COVER TAIWAN,308051.0,999.0,https://www.zeczec.com/projects/take-cover3,"鈦心杯放入冰霸杯=超大容量純鈦內膽保溫杯,zeczec",33 天,2022/10/31 20:00 – 2022/12/31 19:59,2022/10/31 20:00:00,2022/12/31 19:59:00
【 ATUBE｜真空管藍牙 soundbar 音響】你的第一台真空管音響！韓國復古設計，情感人聲！,Atube 台灣,714840.0,3280.0,https://www.zeczec.com/projects/atube,"卓越的人聲表現 × 真空管清澈透亮音質 × 超乎想像的CP值,zeczec",33 天,2022/10/05 12:00 – 2022/12/31 02:00,2022/10/05 12:00:00,2022/12/31 02:00:00
淨瓶小熊｜PH9 不傷瓶-超鹼性萬用清潔錠 ，瓶器再髒再臭，10min一錠終結！,淨瓶小熊 Bolar Bear,357046.0,448.0,https://www.zeczec.com/projects/bolarbear,"泡完=洗完的懶人清潔神器，PH9鹼性發泡清潔微錠，只需15分鐘 高效、深層、全面清潔，不管是瓶器、餐具、環保吸管，淨瓶小熊 一錠搞定! ,zeczec",24 天,2022/10/19 09:00 – 2022/12/22 23:59,2022/10/19 09:00:00,2022/12/22 23:59:00
Studio Smoll 巧翻皮夾2.0｜流暢隨行，快意感應,StudioSmoll,645696.0,1510.0,https://www.zeczec.com/projects/revolve-wallet2,"使用義大利植鞣皮革，製程環保，化繁為簡滿足各種日常所需，簡約而細膩的陪伴我們每個外出時刻。,zeczec",24 天,2022/10/17 21:00 – 2022/12/22 23:59,2022/10/17 21:00:00,2022/12/22 23:59:00
飲酷杯 Inst. Cool ｜ 拿起就喝、自動關蓋，騎車、日常萬用飲料杯 ,飲酷杯 Inst. Cool,681283.0,899.0,https://www.zeczec.com/projects/incoolcup,"放下藏吸管，拿起一秒喝。成為馬路上最快喝到乾淨飲料的人。專利設計、全球唯一單手就能藏吸管的環保杯。,zeczec",2 天,2022/09/06 21:00 – 2022/11/30 23:59,2022/09/06 21:00:00,2022/11/30 23:59:00
2023 【社畜毋湯日曆】 珍惜生命 愛護社畜 | 365天超憤職場日常 ，每日職場宜忌招好運 x 可愛動物陪伴辦公日常,Gdesign,266740.0,780.0,https://www.zeczec.com/projects/MeowWWWu2023,"工作厭世焦慮的心情沒地方發洩嗎?! 以毒攻毒才是最好的心理治癒，接受不足的自己，勇敢的準時下班，坦然的周休二日吧！！,zeczec",3 天,2022/09/08 12:00 – 2022/12/01 23:59,2022/09/08 12:00:00,2022/12/01 23:59:00
《用智慧的鑰匙打開每一天》2023 黃金名言日曆｜每日一句人生智慧，開啟生命之光,格林文化,419299.0,792.0,https://www.zeczec.com/projects/grimmpress-2,"讓365位真實英雄、365句金句，陪伴您在充滿未知的2023年，找到指引、大步向前，為生命課題找到可能的解答。,zeczec",2 天,2022/08/31 12:05 – 2022/11/30 23:59,2022/08/31 12:05:00,2022/11/30 23:59:00
無釦愛布棉｜全球第一片專利自黏布衛生棉 ∞ 有機棉，好環保、好固定、好清洗，適用各種褲型,和諧生活有機棉,440930.0,980.0,https://www.zeczec.com/projects/wego,"熱銷超過 600多萬片的愛布棉推出全新二代｜自黏無釦版！100%有機棉瞬吸乾爽 x 自黏耐用好固定 x 輕鬆洗淨，給您最天然透氣的貼身保護 ，無釦更自由，也照顧了地球,zeczec",33 天,2022/11/02 20:00 – 2022/12/31 23:59,2022/11/02 20:00:00,2022/12/31 23:59:00
I Moto 機車藍芽/指紋辨識,誼騰動力團隊,318560.0,5480.0,https://www.zeczec.com/projects/i-moto-bt-finger," ▊ 手機和指紋就是你的鑰匙 ▊ 用手機和指紋即可啟動機車、熄火、開置物箱、開油箱。,zeczec",2 天,2022/10/15 11:00 – 2022/11/30 23:59,2022/10/15 11:00:00,2022/11/30 23:59:00
【2023清旅行手撕桌曆】網紅凡清親手製作｜ 365天日日旅行 橫跨50國 ｜ 伴你收藏一整年的美好,2023清旅行手撕桌曆,310295.0,680.0,https://www.zeczec.com/projects/cingtravel2023,"一起去旅遊吧！這本《2023清旅行手撕桌曆》是我親手製作的喔，當初答應仲仲要帶她去度假而製作的，遨遊50國風景美食，每日一句土味情話，365天日日充滿驚喜，各方面細節都超級注重，分享給各位,zeczec",22 天,2022/09/14 21:00 – 2022/12/20 23:59,2022/09/14 21:00:00,2022/12/20 23:59:00
2023 微笑拼兔日曆｜一天一點生活的美好,Change be cool,123400.0,850.0,https://www.zeczec.com/projects/MiuChCalendar,"生活療癒｜正能量｜可愛小兔 - 在人生中我們每個人都扮演著許多角色：老闆、員工、父母、子女…，在忙碌的生活中，讓《微笑拼兔》帶給你每天一點正能量吧！,zeczec",2 天,2022/10/20 12:00 – 2022/11/30 23:59,2022/10/20 12:00:00,2022/11/30 23:59:00
老屋創新生 X 鐵咖夢工房,小恬田十三間手作農坊,101300.0,1000.0,https://www.zeczec.com/projects/Coffeehouse,"我們將60年鄉村老屋整理修繕，創建「鐵鍋台灣咖啡夢工坊」實現細旅行沈浸式生活體驗，為彼此鼓舞為生命加熱！一間老屋 X 一咖鐵鍋 X 一杯咖啡 X 一份初心，承載並延續台灣鐵咖夢。,zeczec",3 天,2022/10/01 20:00 – 2022/12/01 23:59,2022/10/01 20:00:00,2022/12/01 23:59:00
【南部鐵器 OIGEN 及源鑄造 | 幸福鑄鐵燒系列-共3款】全日本設計及手工鍛造，為感情加溫的料理神器,OIGEN 及源鑄造,200494.0,9999.0,https://www.zeczec.com/projects/oigen-cookware,"從未有的鑄鐵鍋體驗！市場唯一，輕鬆切換居家、露營的各種烹飪需求。100% 鑄鐵打造，獨家專利無塗層「裸製技法」，無毒、不沾、耐刮、好清潔，170年日本職人經驗傳承，可用100年的品質保證,zeczec",2 天,2022/10/13 20:00 – 2022/11/30 23:59,2022/10/13 20:00:00,2022/11/30 23:59:00
學而無礙｜募集極偏鄉孩童學習用品,the ONE table 一張桌子,51400.0,250.0,https://www.zeczec.com/projects/no-boundaries,"一起幫助孩子擁有較足額的資源，安心享受學習的樂趣，不用再擔心鉛筆盒裡沒有筆和橡皮擦。,zeczec",2 天,2022/10/09 20:00 – 2022/11/30 23:59,2022/10/09 20:00:00,2022/11/30 23:59:00
"2023【LOVE U, 兔】甜點日曆｜呷甜甜，過好年｜學會甜點讓每天都過的甜一點",Love U Too Cake,115469.0,980.0,https://www.zeczec.com/projects/loveutoocake,"✧ 你知道花有花語~ 甜點也有藏在其中的小寓意嗎? 讓我們一起認識風靡世界的甜點．兔兔年就是要過的好吃又好玩~,zeczec",3 天,2022/10/05 12:00 – 2022/12/01 23:59,2022/10/05 12:00:00,2022/12/01 23:59:00
𝗠𝗢𝗭𝗧𝗘𝗖𝗛® 喀喀螢幕燈｜全球首款×專利設計．折疊攜帶+無線使用．行動螢幕燈,MOZTECH 墨子科技,746220.0,1780.0,https://www.zeczec.com/projects/kakalight,"你的燈光維他命．折疊攜帶×無線使用，你的行動螢幕燈【無線摺疊喀喀螢幕燈】 專為外出族設計，輕輕一喀立即變身，KA！KA！剛好符合15吋筆電使用 ，支架採用懸掛式磁吸設置，一喀即用就是這麼so e...,zeczec",24 天,2022/10/17 12:00 – 2022/12/22 23:59,2022/10/17 12:00:00,2022/12/22 23:59:00
咱逗陣來社頭『鬆勢三日節』,鬆勢三日節,145839.0,511.0,https://www.zeczec.com/projects/sunsetfestival2022,"2020年一群在地青年「希望居住的地方變得更好」，以彰化縣社頭鄉的傳統產業出發，編織了一場來自地方的土直派對：鬆勢三日節。,zeczec",3 天,2022/10/25 11:00 – 2022/12/01 02:00,2022/10/25 11:00:00,2022/12/01 02:00:00
美國NASA太空衣材質布料，保持人體最舒適的恆溫黑科技「FirePro守護者機能外套」,Neo Choice ,550340.0,7990.0,https://www.zeczec.com/projects/firepro,"#地表最頂高規格的全機能外套# 水火不容 🔥 風雨無阻 💦 日本開發設計 🇯🇵 ,zeczec", 12 小時,2022/09/28 20:30 – 2022/11/28 23:59,2022/09/28 20:30:00,2022/11/28 23:59:00
3ZeBra｜Go Stand ! 異次元站立收納包｜讓人怦然心動的人生整理魔法，一開即站立，你的生活即戰力。,三隻斑馬 3ZeBra,754146.0,990.0,https://www.zeczec.com/projects/go-stand,"站立式設計以及豐富的隔層，讓每個不易收納的小物，都有它專屬的「家」，並且好拿又好放。一個好的「收納包」不只有收納功能，而是成為生活的補給站。,zeczec",2 天,2022/09/28 12:00 – 2022/11/30 23:59,2022/09/28 12:00:00,2022/11/30 23:59:00
如寶石般的磨刀石美學抵台！｜重新復刻日本最古老產地將消失的「伊予砥」，天然陶石再現頂級細膩研磨！,伊予石業,386330.0,1280.0,https://www.zeczec.com/projects/iyokogyoshostone,"「砥部燒」原料的開採業者-伊予鉱業所，在日本最古老的磨刀石產地砥部鎮，重新復刻江戶時代的「伊予砥」也就是磨刀石，開採最高品質陶石結合傳統職匠工藝，打造出一顆顆珍貴「伊予砥磨」寶石，天然磨刀石研磨...,zeczec",6 天,2022/10/04 21:00 – 2022/12/04 23:59,2022/10/04 21:00:00,2022/12/04 23:59:00
《河流》身心靈療癒誌｜不只是一份紙本月刊，而是一個匯聚美好能量的療癒多媒體，一個共學共好的身心靈平台！這世界不需要再一本八卦雜誌、再一個八卦節目，但需要這樣一個愛的視角，懇請支持「河流心傳媒」！,《河流》身心靈療癒誌,490720.0,16800.0,https://www.zeczec.com/projects/river2021,"《河流．身心靈療癒誌》滿週歲了，感謝去年嘖嘖支持我們創刊，這一年來我們為大家做了好多！河流從誕生到努力長這麼大，真是個奇蹟！我們還有更多的愛和夢想等著實現，邀請您繼續跟著我們～走這條河流！,zeczec",17 天,2022/09/20 10:00 – 2022/12/15 23:59,2022/09/20 10:00:00,2022/12/15 23:59:00
⟨⟨社群慌原⟩⟩世新大學108級資訊傳播學系畢業專題成果展|募資計畫,社群慌原,10600.0,100.0,https://www.zeczec.com/projects/socialemo108,"社群慌原是由五名世新大學資訊傳播學系的學生所組成，希望能透過所學協助創作者將所遇見的心理危機有所化解，並期望閱聽人對於新媒體生態現況有更深的了解和省思。,zeczec",2 天,2022/07/30 23:59 – 2022/11/30 23:59,2022/07/30 23:59:00,2022/11/30 23:59:00
花生騷 原民傳統織布｜部落潮設計,古川設計,202060.0,2140.0,https://www.zeczec.com/projects/wasangshow001,"把豐富的原民傳統織布文化資產繼續延續，設計出更具故事性及代表性的經典。花生騷更邀請原民的創作者或團體，一同把這份屬於原民的文化祝福，分享給您！,zeczec", 9 小時,2022/09/28 19:00 – 2022/11/28 21:00,2022/09/28 19:00:00,2022/11/28 21:00:00
籌建公益咖啡廳募資 - 聘僱訓練 弱勢族群 習得一技之長,Raffael Kaffa,51880.0,430.0,https://www.zeczec.com/projects/raffael-kaffa-phase-i,"籌建門市工程款，建立訓練平台以聘僱訓練弱勢族群 - 早年失智症、二度就業婦女...更多弱勢族群,zeczec",2 天,2022/11/01 14:00 – 2022/11/30 23:59,2022/11/01 14:00:00,2022/11/30 23:59:00
MPlus｜鎏金年代月曆‧歐陸人文的一年,MPlus,65715.0,850.0,https://www.zeczec.com/projects/mplus_calendar2023,"十二幅來自鎏金年代1870-1910的藝術作品，從巴黎書報的仕女時裝圖、古典植物繪、透明瓶器插畫，到充滿機器飛行幻想的明信片，轉化成一個完整的十二色相環，一組優美柔和的月曆，陪伴您度過色彩豐富、...,zeczec",13 天,2022/10/28 16:00 – 2022/12/11 23:59,2022/10/28 16:00:00,2022/12/11 23:59:00
地表最療癒的環保吸管｜SICO小怪獸一路暢吸吸管杯袋組,SICO Lifestyle,105689.0,668.0,https://www.zeczec.com/projects/sicolifestylestraw,"SICO小怪獸站在辦公桌上療癒減塑一整天！醫療級的鉑金矽膠+316L醫療鋼完美結合，另有兩用杯袋/墊，文青三色可以選擇！,zeczec",17 天,2022/11/01 20:00 – 2022/12/15 23:59,2022/11/01 20:00:00,2022/12/15 23:59:00
蒔光曆 2023 【療癒插畫日曆】365篇花鳥古人精彩演出 x 遇見不一樣的美好旅行。,蒔光島嶼,122456.0,880.0,https://www.zeczec.com/projects/timeisland,"用藝術創意插畫解讀古詩詞 x 12位最具影響力人物生活智慧共享。,zeczec",31 天,2022/10/17 12:00 – 2022/12/29 23:59,2022/10/17 12:00:00,2022/12/29 23:59:00
運動數據就在你眼前! 即時智能顯示給你全新騎乘感受：【ION SPORT 自行車智能顯示器】,ION SPORT,351671.0,3299.0,https://www.zeczec.com/projects/ion-sport,"ION sport 透過無線通訊與感測裝置與手機連接，就可即時監控的你的運動數據。The game is on 整裝待發，換我上場！,zeczec",23 天,2022/11/07 11:30 – 2022/12/21 02:00,2022/11/07 11:30:00,2022/12/21 02:00:00
【𝑴𝑶𝑶𝑴𝑬𝑵𝑻 台製木時慕門2.0】MIT 後立式木門 / 松木門框 + 日本PP面材 / 完整安裝，全面升級！,木時選品-木時國際建材股份有限公司,179180.0,18800.0,https://www.zeczec.com/projects/moomentdoor2,"累積多年裝修經驗，再次推出升級含門框的『木時慕門』，完整SOP木門裝修流程，搭配全新升級的松木門框與日本PP面材，安心的MIT台灣製作 ，為家裡安上一樘好看的高品質木門！,zeczec",32 天,2022/11/01 11:00 – 2022/12/30 23:59,2022/11/01 11:00:00,2022/12/30 23:59:00
O'day 萬年行事桌曆｜少砍一棵樹，少些電子廢棄物；能少一點是一點。,Smilingoods 生活裡的笑容,110535.0,590.0,https://www.zeczec.com/projects/Oday-Note,"獲國家發明專利的 O'day創新設計，不是紙、不用電、循環再用，是桌曆、是行事曆，更是萬年曆；省荷包，還兼顧環保！,zeczec",26 天,2022/11/06 21:00 – 2022/12/24 23:59,2022/11/06 21:00:00,2022/12/24 23:59:00
｜犬山居の午茶 x 公益攝影展｜暖心的流浪動物主題展，每個照護病老同伴動物的平凡日子都是美好時光,U Joy,30500.0,500.0,https://www.zeczec.com/projects/afternoon-tea-with-tcasa,"好毛寵物攝影x犬山居: 在攝影展裡一窺毛孩們的下午茶時光,zeczec",17 天,2022/10/13 20:00 – 2022/12/15 23:59,2022/10/13 20:00:00,2022/12/15 23:59:00
